EmpID,FirstName,LastName,StartDate,ExitDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,Performance Score,Current Employee Rating,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost
1331,Roger,Taylor,11-Aug-21,,Accountant I,TNS,Active,Full-Time,Zone C,Temporary,Unk,,Admin Offices,People Services,20-10-1946,MA,Intern,Female,Fully Meets,3,16-05-2023,3,2,5,14-Sep-22,Communication Skills,Internal,Failed,Bradshawburgh,Seth Smith,2,517.62
1332,Marshall,Sellers,03-Aug-23,,Sr. Network Engineer,PYZ,Active,Contract,Zone B,Part-Time,Unk,,Admin Offices,Wireline Construction,22-10-1946,MA,Foreman,Male,Fully Meets,3,13-04-2023,1,2,5,13-Aug-22,Leadership Development,External,Incomplete,Anthonystad,Adrian Gray,4,231.76
1333,Cloe,Mcgrath,14-Mar-22,,Sr. Network Engineer,WBL,Active,Part-Time,Zone A,Part-Time,Unk,,IT/IS,Field Operations,15-04-1978,MA,Laborer,Male,Fully Meets,3,29-01-2023,3,4,5,01-Mar-23,Customer Service,Internal,Passed,Thomasborough,Tyler Sanchez,2,605.12
1334,Susan,Gordon,01-Sep-20,29-Nov-20,Sr. Network Engineer,NEL,Active,Full-Time,Zone B,Part-Time,Retirement,Authority our technology administration section.,IT/IS,Underground,23-09-1952,MA,Laborer,Male,Fully Meets,3,21-12-2022,1,3,1,01-Apr-23,Project Management,Internal,Failed,Shawnaport,Felicia Johnson,1,297.12
1335,Makenna,Newton,31-Oct-21,,Software Engineer,NEL,Active,Contract,Zone A,Full-Time,Unk,,Software Engineering,General - Con,24-11-1947,MA,Technician,Female,Fully Meets,3,09-10-2022,4,5,5,20-Feb-23,Leadership Development,Internal,Incomplete,Port Joseph,Joe Anderson,2,384.43
1336,Kellen,Smith,26-Feb-20,30-Mar-23,Accountant I,TNS,Active,Full-Time,Zone A,Part-Time,Retirement,Author often return hold compare natural.,Admin Offices,Field Operations,14-07-1947,MA,Technician,Female,Fully Meets,3,09-03-2023,5,1,4,19-Dec-22,Leadership Development,Internal,Passed,Lopezport,Brian Sanchez,4,969.95
1337,Sherlyn,Carroll,10-Aug-18,07-Dec-21,Accountant I,WBL,Active,Full-Time,Zone A,Temporary,Resignation,Wonder specific own others card. See else drop.,Admin Offices,General - Con,30-03-1953,MA,Safety Manager,Female,Fully Meets,3,01-11-2022,3,3,4,17-Jan-23,Project Management,External,Failed,Dawnchester,Morgan Haas,5,719.7
1338,Rogelio,Flores,30-Sep-20,,Sr. Network Engineer,BPC,Active,Contract,Zone C,Part-Time,Unk,,Admin Offices,Shop (Fleet),14-03-1988,MA,Mechanic,Male,Fully Meets,3,20-10-2022,1,1,1,30-Oct-22,Leadership Development,External,Incomplete,Donnaland,Calvin Simmons,1,355.83
1339,Kadence,Gentry,01-Apr-21,14-Aug-22,Sr. Network Engineer,CCDR,Active,Contract,Zone B,Temporary,Retirement,Though upon remember later.,IT/IS,Wireline Construction,19-11-1981,MA,Foreman,Male,Fully Meets,3,02-12-2022,1,3,2,24-Nov-22,Customer Service,Internal,Incomplete,Taylorhaven,Dana Adams,3,754.47
1340,Willow,Golden,21-Mar-21,21-Nov-21,Sr. Network Engineer,EW,Active,Full-Time,Zone B,Part-Time,Retirement,My himself avoid traditional simply wait.,IT/IS,General - Eng,22-03-1945,MA,Engineer,Male,Fully Meets,3,28-05-2023,5,4,4,06-Feb-23,Leadership Development,External,Incomplete,Dennishaven,Sarah Perkins,2,890.39
1341,Amiyah,Sims,03-Nov-21,,Software Engineering Manager,CCDR,Active,Part-Time,Zone C,Full-Time,Unk,,Software Engineering,Engineers,22-02-1979,MA,Engineer,Female,Fully Meets,3,15-05-2023,1,3,4,14-Feb-23,Project Management,Internal,Passed,West Ryan,Justin Ingram,3,268.78
1342,Jeffery,Hogan,22-Jun-19,26-Aug-19,Accountant I,EW,Active,Full-Time,Zone B,Part-Time,Retirement,Win paper unit drug nearly card.,Admin Offices,Aerial,30-06-1985,MA,Lineman,Female,Fully Meets,3,20-12-2022,3,2,2,28-Jan-23,Project Management,Internal,Failed,Smithborough,Alejandro Flynn,4,930.72
1343,Shaniya,Hamilton,12-Nov-19,19-May-23,Accountant I,MSC,Active,Contract,Zone B,Temporary,Voluntary,Effort situation use necessary.,Admin Offices,Shop (Fleet),31-05-1958,MA,Manager,Female,Fully Meets,3,07-09-2022,1,2,3,02-Sep-22,Customer Service,External,Completed,West Catherineton,Lori Smith,5,924.85
1344,Johan,Willis,20-Sep-22,,Accountant I,TNS,Active,Part-Time,Zone A,Part-Time,Unk,,Admin Offices,General - Con,21-12-1980,MA,Foreman,Male,Fully Meets,3,23-08-2022,1,4,5,01-Nov-22,Technical Skills,Internal,Incomplete,Port Jesse,Marissa Johnson,5,284.38
1345,Seth,Alvarez,27-Jan-23,,Sr. Network Engineer,PYZ,Active,Full-Time,Zone A,Full-Time,Unk,,Admin Offices,Fielders,13-05-1978,MA,Engineer,Male,Fully Meets,3,28-08-2022,2,4,4,30-Nov-22,Communication Skills,External,Passed,Lisaberg,Samantha Chan,1,395.1
1346,Aron,Grant,21-Feb-21,22-Aug-22,Sr. Network Engineer,WBL,Active,Contract,Zone C,Temporary,Retirement,Today situation minute figure friend opportunity.,IT/IS,Field Operations,13-09-1948,MA,Laborer,Male,Fully Meets,3,28-04-2023,4,2,3,02-Jul-23,Technical Skills,External,Failed,Bellview,James Dominguez,2,501.64
1347,Haleigh,Carter,04-Mar-22,18-Jan-23,Sr. Network Engineer,NEL,Active,Part-Time,Zone B,Full-Time,Retirement,Guess fight various decade second pattern.,IT/IS,General - Con,21-03-1995,MA,Coordinator,Male,Fully Meets,3,28-02-2023,4,3,1,22-Oct-22,Communication Skills,Internal,Failed,New Vernonberg,Christopher Becker,5,792.72
1348,Tatiana,Ayala,21-Apr-19,02-Dec-20,Software Engineering Manager,WBL,Future Start,Contract,Zone C,Part-Time,Involuntary,They behind war evening. Particular film war yes.,Software Engineering,Field Operations,13-04-1993,MA,Engineer,Female,Fully Meets,3,01-11-2022,2,2,4,01-Aug-23,Technical Skills,Internal,Completed,Lake Peter,Ernest Walter,4,594.15
1349,Kaylynn,Mcguire,02-Aug-21,26-Nov-22,Accountant I,EW,Active,Full-Time,Zone B,Part-Time,Retirement,Behind bar item management.,Admin Offices,Safety,27-11-1949,MA,Manager,Female,Fully Meets,3,21-04-2023,1,2,3,26-Nov-22,Technical Skills,Internal,Incomplete,Mooreshire,Zoe Smith,3,870.01
1350,Timothy,Villarreal,04-Mar-22,,Accountant I,MSC,Active,Part-Time,Zone B,Temporary,Unk,,Admin Offices,Field Operations,02-11-1968,MA,Laborer,Female,Fully Meets,3,05-03-2023,3,4,5,29-Jan-23,Leadership Development,Internal,Incomplete,North Miguelport,Jennifer Jimenez,2,610.06
1351,Elliott,Petersen,28-Mar-21,,Accountant I,TNS,Active,Contract,Zone C,Part-Time,Unk,,Admin Offices,Field Operations,05-03-1998,MA,Tower Hand,Male,Fully Meets,3,18-01-2023,4,1,5,20-Dec-22,Project Management,Internal,Passed,Port Brian,Marcia Johnson,2,278.16
1352,Lily,Tyler,08-Aug-18,01-Jun-23,Sr. Network Engineer,PYZ,Active,Contract,Zone B,Full-Time,Voluntary,Series significant out.,Admin Offices,Field Operations,18-06-1974,MA,Technician,Male,Fully Meets,3,03-06-2023,4,2,1,01-Nov-22,Communication Skills,External,Completed,Smithchester,Emily Harmon,4,218.93
1353,Noe,Mann,15-Sep-20,06-Jan-22,Sr. Network Engineer,WBL,Active,Part-Time,Zone A,Temporary,Involuntary,Will message south game.,IT/IS,Field Operations,04-03-1946,MA,Supervisor,Male,Fully Meets,3,11-10-2022,5,1,5,16-Dec-22,Communication Skills,Internal,Incomplete,Clarkehaven,Mark Zamora,5,179.21
1354,Christina,Terry,28-Oct-20,27-Feb-22,Software Engineering Manager,WBL,Future Start,Full-Time,Zone C,Full-Time,Involuntary,Wear happen goal choice must.,Software Engineering,Field Operations,07-05-1959,MA,Top Hand,Female,Fully Meets,3,21-06-2023,4,4,2,03-Aug-23,Communication Skills,External,Failed,Aprilville,Amanda Brooks,2,983.37
1355,Niko,Durham,16-Jun-21,23-Nov-21,Administrative Assistant,SVG,Active,Full-Time,Zone B,Temporary,Resignation,Common paper smile way career capital.,Admin Offices,General - Con,20-05-1945,MA,Coordinator,Female,Fully Meets,3,28-01-2023,2,2,3,13-Mar-23,Project Management,Internal,Completed,West Mark,Todd Hansen,5,534.28
1356,Dante,Strong,20-Mar-23,21-Jun-23,Accountant I,EW,Active,Part-Time,Zone A,Temporary,Voluntary,List remember benefit memory also deal people.,Admin Offices,Engineers,12-06-1988,MA,Engineer,Female,Fully Meets,3,14-08-2022,1,1,1,06-Apr-23,Technical Skills,Internal,Incomplete,Michellefort,Dwayne Day,3,301.39
1357,Angeline,Perez,07-Sep-18,16-Jul-21,Accountant I,MSC,Active,Full-Time,Zone C,Temporary,Retirement,Fast whether mouth physical.,Admin Offices,Engineers,04-07-1972,MA,Principal,Male,Fully Meets,3,30-01-2023,1,4,3,26-May-23,Project Management,External,Incomplete,Williamview,Jessica Turner,3,231.65
1358,Jairo,Blanchard,08-Nov-18,28-Oct-22,Accountant I,TNS,Active,Part-Time,Zone B,Full-Time,Retirement,Involve study commercial billion and.,Admin Offices,Field Operations,29-03-1996,MA,Laborer,Male,Fully Meets,3,25-02-2023,1,2,5,10-Aug-22,Communication Skills,Internal,Completed,Danielchester,Mary Galloway,2,994.81
1359,Rishi,Watkins,26-Jan-19,,Sr. Network Engineer,BPC,Active,Full-Time,Zone A,Part-Time,Unk,,Admin Offices,Catv,19-03-1998,MA,Foreman,Male,Fully Meets,3,09-01-2023,4,5,1,14-Feb-23,Customer Service,External,Incomplete,South Lisaview,Mary Bonilla,4,729.91
1360,Immanuel,Goodwin,30-Aug-21,,Sr. Network Engineer,CCDR,Active,Contract,Zone B,Full-Time,Unk,,IT/IS,Field Operations,25-09-1964,MA,Technician,Male,PIP,3,31-03-2023,5,2,1,20-Sep-22,Leadership Development,Internal,Passed,North Anthonyberg,Douglas Barton,2,538.02
1361,Elle,Berry,08-Mar-23,30-Mar-23,Sr. Accountant,BPC,Future Start,Full-Time,Zone A,Full-Time,Voluntary,Second scene guy age alone sing year pick.,Admin Offices,Aerial,26-09-1949,MA,Supervisor,Female,Exceeds,3,30-03-2023,1,3,2,09-Oct-22,Project Management,Internal,Failed,Port Davidfurt,Stephen Chandler,4,903.88
1362,Raphael,Francis,10-Nov-19,03-Dec-20,Administrative Assistant,SVG,Active,Full-Time,Zone C,Part-Time,Retirement,Rock entire unit amount hope seem hotel.,Admin Offices,General - Con,11-10-1983,MA,Technician,Female,Exceeds,3,11-01-2023,5,2,5,29-Aug-22,Customer Service,Internal,Passed,Lake Allisonhaven,Tonya Wiley,4,196.94
1363,Hadley,Barrett,28-Jul-23,,Accountant I,EW,Active,Full-Time,Zone A,Full-Time,Unk,,Admin Offices,General - Con,21-04-1982,MA,Laborer,Female,PIP,3,19-06-2023,5,2,2,15-Dec-22,Project Management,Internal,Completed,Danielleburgh,Dana Martin,2,285.83
1364,Mollie,Jenkins,03-Apr-19,05-Aug-19,Accountant I,MSC,Active,Contract,Zone C,Temporary,Voluntary,Create although card she best and music.,Admin Offices,Finance & Accounting,20-01-1973,MA,Administration,Male,Exceeds,3,03-05-2023,2,2,4,28-Dec-22,Project Management,External,Incomplete,Poolemouth,John Wilson,4,818.6
1365,Cali,Nolan,24-Jul-19,,Accountant I,TNS,Active,Contract,Zone C,Part-Time,Unk,,Admin Offices,Field Operations,13-07-1982,MA,Lineman,Male,Exceeds,3,08-10-2022,5,1,2,10-Apr-23,Leadership Development,External,Incomplete,Anthonybury,Joshua Gallagher,1,610.97
1366,Malik,Crane,29-Apr-22,11-Dec-22,Sr. Network Engineer,PYZ,Active,Contract,Zone B,Temporary,Voluntary,Just information assume act possible work later.,IT/IS,General - Con,15-01-1950,MA,Laborer,Male,Exceeds,3,17-08-2022,1,4,2,18-Nov-22,Technical Skills,Internal,Completed,East David,Justin Herrera,1,762.83
1367,Bryce,Higgins,06-Oct-20,,Sr. Network Engineer,WBL,Active,Part-Time,Zone B,Temporary,Unk,,IT/IS,Executive,12-08-1990,MA,Coordinator,Female,Exceeds,3,20-07-2023,1,4,3,20-Sep-22,Project Management,External,Incomplete,Medinafort,Jesus Jackson,5,438.44
1368,Beatrice,Bean,04-Apr-20,,Sr. Accountant,PYZ,Active,Part-Time,Zone C,Temporary,Unk,,Admin Offices,General - Sga,26-08-1993,MA,Estimator,Female,Exceeds,3,04-10-2022,2,2,2,19-Oct-22,Project Management,Internal,Incomplete,East Briantown,Denise Lopez,4,271.9
1369,Shea,Novak,26-Mar-21,,Administrative Assistant,CCDR,Active,Contract,Zone C,Full-Time,Unk,,Sales,Aerial,24-03-1974,MA,Foreman,Female,Exceeds,3,08-03-2023,2,4,3,31-Jan-23,Communication Skills,External,Incomplete,Danatown,David Hernandez,2,629.2
1370,Mateo,Mcdaniel,19-May-22,,Administrative Assistant,SVG,Active,Part-Time,Zone A,Temporary,Unk,,Admin Offices,General - Con,13-12-1992,MA,Locator,Female,Exceeds,3,19-07-2023,1,2,1,06-Sep-22,Leadership Development,Internal,Incomplete,Marshallland,Jamie Davis MD,1,850.28
1371,Arianna,Carlson,28-Aug-21,16-Oct-21,Accountant I,EW,Active,Contract,Zone A,Part-Time,Involuntary,Tax thousand few tonight seek.,Admin Offices,Field Operations,07-05-1957,MA,Technician,Female,Exceeds,3,19-05-2023,1,1,2,01-Oct-22,Leadership Development,External,Passed,New Brittanyshire,Eric Bradley,1,321.25
1372,Frankie,Davenport,24-Nov-22,,Accountant I,MSC,Active,Contract,Zone A,Full-Time,Unk,,Admin Offices,Aerial,19-08-1991,MA,Foreman,Male,Exceeds,3,30-07-2023,3,1,4,03-Jun-23,Customer Service,Internal,Passed,Ericamouth,Amy Fowler,1,475.32
1373,Morgan,Hammond,12-Jan-22,11-Nov-22,Accountant I,TNS,Active,Contract,Zone A,Part-Time,Resignation,Account Republican reduce right.,Admin Offices,Field Operations,20-04-1986,MA,Laborer,Male,Exceeds,3,12-06-2023,1,2,5,08-Sep-22,Leadership Development,External,Failed,West Anthony,Julie Sanders,4,847.2
1374,Judith,Mccullough,07-Jul-19,,Sr. Network Engineer,PYZ,Active,Part-Time,Zone B,Temporary,Unk,,IT/IS,Aerial,12-09-1942,MA,Foreman,Female,Exceeds,3,08-02-2023,5,5,4,08-Oct-22,Customer Service,Internal,Completed,Colemanton,Ashley Miller,1,983.35
1375,Luca,Francis,14-Jul-21,,Sr. Accountant,PYZ,Active,Contract,Zone B,Full-Time,Unk,,Admin Offices,Technology / It,07-07-1999,MA,Intern,Female,Exceeds,3,28-09-2022,1,3,2,25-Jun-23,Technical Skills,External,Passed,North Shawnville,Candace Brown,3,880.9
1376,Mallory,Figueroa,03-Dec-19,10-Feb-22,Administrative Assistant,CCDR,Active,Full-Time,Zone B,Temporary,Retirement,Example field consider before old yes on since.,Sales,Field Operations,08-12-1958,MA,Supervisor,Female,Exceeds,3,12-06-2023,4,3,5,02-Aug-23,Customer Service,External,Completed,South Kimberly,Adam Smith,3,795.72
1377,Larissa,Douglas,03-Mar-21,10-Jul-21,Administrative Assistant,SVG,Active,Part-Time,Zone A,Full-Time,Resignation,Current budget certain interview increase.,Admin Offices,General - Con,18-05-1968,MA,Technician,Female,Exceeds,3,05-03-2023,5,5,4,20-Jun-23,Communication Skills,Internal,Completed,Port Kevinland,Anna Dennis,2,909.56
1378,Konnor,Rivas,13-Jun-22,,Accountant I,EW,Active,Full-Time,Zone C,Part-Time,Unk,,Admin Offices,Fielders,06-03-1975,MA,Engineer,Female,PIP,3,03-02-2023,1,4,5,28-Jan-23,Communication Skills,External,Failed,New Ashleyburgh,Danny Santiago,5,145.7
1379,Fernanda,Yu,23-Jan-23,,Accountant I,MSC,Active,Part-Time,Zone A,Temporary,Unk,,Admin Offices,General - Sga,21-10-1984,MA,Supervisor,Male,Exceeds,3,28-02-2023,5,2,5,06-Mar-23,Communication Skills,Internal,Passed,Joneston,Charles Lee,1,397.48
1380,Solomon,Paul,06-Sep-20,,Accountant I,TNS,Active,Part-Time,Zone A,Temporary,Unk,,Admin Offices,Field Operations,04-05-1953,MA,Laborer,Male,Exceeds,3,27-12-2022,1,1,2,26-May-23,Communication Skills,External,Failed,West David,Grace Wheeler,3,326.7
1381,Emiliano,Young,17-Oct-22,,Sr. Network Engineer,PYZ,Active,Full-Time,Zone A,Temporary,Unk,,IT/IS,Aerial,01-11-2000,MA,Foreman,Female,PIP,3,10-07-2023,2,2,1,20-Sep-22,Leadership Development,Internal,Failed,East Amy,Tammy Bowen,4,718.16
1382,Mason,Ellis,07-Jun-19,,Sr. Accountant,TNS,Active,Full-Time,Zone B,Part-Time,Unk,,Admin Offices,Field Operations,16-03-1968,MA,Supervisor,Female,Exceeds,3,30-11-2022,2,1,1,21-Feb-23,Communication Skills,Internal,Passed,Jameschester,Jose Gates,5,162.46
1383,Athena,Moore,28-Jan-22,16-Sep-22,Sr. Accountant,BPC,Active,Contract,Zone C,Part-Time,Resignation,Affect bar himself mention serious.,Admin Offices,General - Con,10-10-1994,MA,Technician,Female,Exceeds,3,02-09-2022,4,1,5,15-Jan-23,Customer Service,Internal,Completed,Port Marie,Kara English MD,3,924.64
1384,Karla,Farrell,01-Jul-20,05-Mar-21,Administrative Assistant,CCDR,Active,Part-Time,Zone B,Full-Time,Resignation,Thousand every job spring more store.,Admin Offices,Field Operations,12-03-1956,MA,Groundman,Female,PIP,3,05-05-2023,2,3,4,04-Oct-22,Leadership Development,Internal,Passed,Carrollfort,Kristina Nelson,4,628.48
1385,Anderson,Meadows,30-May-20,,Administrative Assistant,SVG,Active,Full-Time,Zone C,Part-Time,Unk,,Admin Offices,Field Operations,09-05-1966,MA,Laborer,Female,PIP,3,11-09-2022,3,1,3,27-Jun-23,Communication Skills,Internal,Passed,Michaeltown,David Evans,1,678.07
1386,Jacey,Braun,05-Oct-19,04-Feb-23,Accountant I,EW,Active,Contract,Zone C,Full-Time,Involuntary,Realize view write beautiful.,Admin Offices,General - Con,19-08-1976,MA,Technician,Female,Exceeds,3,18-03-2023,2,4,5,29-Jun-23,Technical Skills,External,Passed,West Hannah,Lindsay Rogers,1,106.91
1387,Nathan,Kline,06-Nov-21,20-Apr-23,Accountant I,MSC,Active,Contract,Zone B,Full-Time,Voluntary,Training run sport prevent toward yet.,Admin Offices,General - Con,27-08-1951,MA,Laborer,Male,PIP,3,29-03-2023,5,1,2,20-Dec-22,Communication Skills,External,Incomplete,Banksland,Paul Simon,1,195.95
1388,Gabriella,Benitez,09-May-19,07-May-20,Accountant I,TNS,Active,Part-Time,Zone B,Full-Time,Resignation,Approach better little check.,Admin Offices,Field Operations,23-12-1970,MA,Construction Manager,Female,Exceeds,3,15-07-2023,5,2,4,18-Apr-23,Communication Skills,External,Completed,Port Nancy,Natasha Lewis,1,918.34
1389,Juan,Gonzalez,28-Oct-19,,Production Technician II,NEL,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Isp,11-11-1962,MA,Manager,Male,Exceeds,3,25-02-2023,4,4,3,16-Jan-23,Communication Skills,External,Incomplete,Castilloville,Grace Archer,3,425.34
1390,Cayo,Gonzalez,11-Jan-19,,Production Technician I,SVG,Active,Contract,Zone C,Part-Time,Unk,,Production       ,General - Con,21-12-1955,MA,Lineman,Male,Exceeds,3,23-01-2023,2,3,4,03-Mar-23,Communication Skills,External,Completed,Port Kelly,Anthony Burns,3,512.53
1391,Taylor,Sparks,02-Apr-20,,Production Technician I,MSC,Active,Contract,Zone A,Temporary,Unk,,Production       ,Wireless,18-11-1941,MA,Supervisor,Female,Needs Improvement,3,11-08-2022,4,1,1,05-Feb-23,Leadership Development,External,Completed,Andersonland,Jason Jones,3,146.48
1392,Jeanette,Tippett,07-Jun-19,15-Aug-19,Production Technician I,PL,Active,Part-Time,Zone A,Part-Time,Involuntary,Because wind like.,Production       ,Field Operations,25-02-1955,MA,Operator,Female,Exceeds,3,19-09-2022,4,4,3,20-Apr-23,Leadership Development,External,Completed,North Coleview,Anthony Hodges,3,578.62
1393,Rose,Ivey,22-Nov-21,23-Nov-22,Production Technician I,SVG,Active,Part-Time,Zone C,Part-Time,Voluntary,On beyond process before event.,Production       ,General - Con,20-03-1947,MA,Flagger,Female,Exceeds,3,17-06-2023,4,4,4,02-Apr-23,Technical Skills,External,Failed,Danastad,Stacy Leonard,3,255.61
1394,Elijian,Clukey,19-Jan-19,,Production Technician I,NEL,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Field Operations,13-05-1943,MA,Laborer,Male,Exceeds,3,07-07-2023,1,2,2,13-Feb-23,Leadership Development,Internal,Passed,Michelleburgh,Kevin Miller,5,370.26
1395,Jordan,Winthrop,17-Dec-21,26-Dec-21,Production Technician II,SVG,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Resignation,Father change close.,Production       ,General - Con,14-11-1960,MA,Laborer,Male,Exceeds,3,31-05-2023,4,1,2,28-Dec-22,Communication Skills,Internal,Failed,Hamiltonberg,Catherine Lewis,2,302.97
1396,Shari,Ngodup,04-May-19,15-Feb-21,Production Technician I,SVG,Active,Part-Time,Zone A,Full-Time,Resignation,Vote look produce consider Mr war.,Production       ,General - Eng,07-09-1956,MA,Engineer,Female,Exceeds,3,07-07-2023,2,1,3,13-Sep-22,Communication Skills,Internal,Completed,Rodriguezmouth,Diana Benton,3,632.28
1397,John,Kretschmer,25-Dec-18,11-Mar-19,Production Technician I,MSC,Active,Contract,Zone A,Part-Time,Voluntary,Science fall always move thank seat huge.,Production       ,General - Con,26-02-1981,MA,Laborer,Male,Exceeds,3,31-03-2023,3,2,3,01-Mar-23,Customer Service,Internal,Incomplete,North Trevor,Stephanie Cook,2,669.41
1398,Debbie,Mangal,03-Jan-21,08-Mar-23,Production Technician I,PYZ,Active,Part-Time,Zone C,Full-Time,Involuntary,Mr chair subject then technology.,Production       ,Splicing,12-12-1972,MA,Runner,Female,Needs Improvement,3,07-04-2023,1,1,1,04-Jan-23,Communication Skills,External,Passed,Olsonmouth,Kelly Rogers,3,191.99
1399,Helen,Billis,15-Jun-23,,Production Technician I,BPC,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,General - Con,15-12-1977,MA,Foreman,Female,Needs Improvement,3,07-03-2023,1,4,4,02-May-23,Customer Service,Internal,Incomplete,Leahburgh,Jessica Garcia,2,695.11
1400,Yen,Johnston,29-Aug-18,09-Feb-23,Production Technician II,NEL,Active,Full-Time,Zone B,Full-Time,Resignation,Ability bed police onto exactly south.,Production       ,Field Operations,03-04-1955,MA,Laborer,Female,Exceeds,3,17-05-2023,2,3,3,06-Aug-22,Communication Skills,Internal,Failed,New Melissachester,David Dennis,2,634.92
1401,Hong,Pham,04-Jan-19,,Production Technician I,PL,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Splicing,17-08-1967,MA,Lineman,Male,Exceeds,3,04-11-2022,2,5,3,03-Jul-23,Communication Skills,Internal,Incomplete,Madisonview,Michael Murillo,5,873.98
1402,Linda,Bachiochi,10-Sep-21,,Production Technician I,MSC,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,General - Sga,12-10-1988,MA,Technician,Female,Exceeds,3,13-07-2023,2,4,4,14-Oct-22,Communication Skills,External,Passed,Lake Sarah,Mary Ramirez,3,602.33
1403,Lily,DiNocco,08-Jul-21,,Production Technician I,SVG,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,09-12-1944,MA,Technician,Female,Exceeds,3,25-12-2022,1,3,2,08-Jun-23,Technical Skills,Internal,Failed,Lake Christopherfort,Ryan Craig,3,807.02
1404,Ned,Miller,01-Nov-18,29-Apr-21,Production Technician II,BPC,Voluntarily Terminated,Contract,Zone B,Part-Time,Involuntary,Third cost above management anything.,Production       ,Finance & Accounting,06-12-1978,MA,Manager,Male,Exceeds,3,18-02-2023,1,2,2,02-Oct-22,Project Management,Internal,Completed,North Ian,Rachel Harris,4,411.94
1405,Shana,Petingill,08-Dec-18,11-Jun-22,Production Technician II,PL,Active,Part-Time,Zone A,Temporary,Involuntary,President TV note reach bad.,Production       ,Field Operations,30-03-1977,MA,Construction Manager,Female,Exceeds,3,29-04-2023,3,3,3,15-Sep-22,Customer Service,External,Completed,East Jaime,Ryan Flores,4,537.73
1406,Jennifer,Cloninger,25-Oct-22,,Production Technician II,PYZ,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,General - Con,10-11-1982,MA,Flagger,Female,Exceeds,3,15-05-2023,4,1,5,03-May-23,Technical Skills,Internal,Incomplete,Fordborough,Jonathan French,5,930.1
1407,Elias,Robinson,04-Apr-23,,Production Technician I,TNS,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,General - Sga,30-03-1983,MA,Administrative,Male,Exceeds,3,16-02-2023,3,3,1,23-Nov-22,Communication Skills,External,Completed,Toddport,John Mercado,3,249.66
1408,Libby,Fidelia,17-Mar-21,,Production Technician I,PL,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Field Operations,03-12-1980,MA,Supervisor,Female,Exceeds,3,07-06-2023,3,3,3,24-Dec-22,Communication Skills,Internal,Passed,Hunterfort,Brian Rocha,5,691.82
1409,Catherine,Ybarra,11-Mar-19,06-Sep-21,Production Technician I,MSC,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Retirement,On sport growth now general.,Production       ,General - Con,02-04-1981,MA,Technician,Female,Exceeds,3,17-05-2023,2,2,1,23-Aug-22,Customer Service,Internal,Passed,Ortegafort,David Rodriguez,4,938.59
1410,Ashanti,Price,25-Feb-22,28-Apr-23,Production Technician I,SVG,Active,Contract,Zone C,Temporary,Resignation,Else behind none grow up significant behavior.,Production       ,Wireline Construction,08-08-1945,MA,Laborer,Female,Exceeds,3,02-04-2023,2,2,4,25-Nov-22,Project Management,External,Completed,North Russellstad,Luis Reynolds,1,746.8
1411,Makenna,Rojas,02-Jul-19,,Production Technician I,EW,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,Aerial,26-05-1980,MA,Foreman,Female,Exceeds,3,25-06-2023,5,4,5,14-Dec-22,Technical Skills,External,Incomplete,Beardland,Jennifer Ferguson,1,690.75
1412,Rory,Stone,20-Jun-19,,Production Technician I,MSC,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,19-09-1982,MA,Warehouse Technician,Female,Exceeds,3,16-06-2023,4,3,5,24-Aug-22,Project Management,External,Incomplete,Andreahaven,Gwendolyn Sullivan,4,544.19
1413,Ann,Montgomery,27-Sep-19,08-Feb-23,Production Technician I,TNS,Active,Part-Time,Zone A,Full-Time,Retirement,Daughter case most. Even most man even.,Production       ,Finance & Accounting,12-03-1943,MA,Accounting,Male,Needs Improvement,3,31-10-2022,4,3,2,17-Feb-23,Technical Skills,Internal,Completed,Deleonborough,Misty Miranda,5,918.34
1414,Erin,Holder,15-Nov-22,26-Jul-23,Production Technician I,BPC,Active,Contract,Zone C,Full-Time,Involuntary,Else skin force security brother experience.,Production       ,Aerial,03-06-1966,MA,Labor,Male,Exceeds,3,13-08-2022,1,4,4,21-Jan-23,Customer Service,Internal,Failed,North Vincentstad,Kimberly Blankenship,3,997.2
